SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR11,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST
12345678,Fail,no error,2017-07-17 09:53:58,2017-07-17 09:54:00,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-17 09:55:50,2017-07-17 09:55:53,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 09:56:01,2017-07-17 09:56:04,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-17 09:56:08,2017-07-17 09:56:10,1.31,nan,0.5,2,10,3.0,0.5,0.5
12345678,Break,no error,2017-07-17 10:07:21,2017-07-17 10:07:22,1.71,nan,0.5,2,10,3.0,0.5,0.5,0.5
12345678,Pass,no error,2017-07-17 10:16:25,2017-07-17 10:16:28,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:17:18,2017-07-17 10:17:21,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:17:21,2017-07-17 10:17:23,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:13,2017-07-17 10:23:16,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:16,2017-07-17 10:23:19,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:19,2017-07-17 10:23:21,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:21,2017-07-17 10:23:24,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:24,2017-07-17 10:23:27,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:27,2017-07-17 10:23:30,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:30,2017-07-17 10:23:32,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:32,2017-07-17 10:23:35,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:35,2017-07-17 10:23:38,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:38,2017-07-17 10:23:41,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:41,2017-07-17 10:23:44,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-17 10:23:44,2017-07-17 10:23:46,2.53,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9
12345678,Pass,no error,2017-07-17 10:23:52,2017-07-17 10:23:55,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 10:23:55,2017-07-17 10:23:58,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-17 10:23:58,2017-07-17 10:23:59,1.3,nan,0.5,2,10,3.0,0.5,0.5
12345678,Pass,no error,2017-07-17 11:39:51,2017-07-17 11:39:54,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 11:39:57,2017-07-17 11:40:00,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 11:43:51,2017-07-17 11:43:54,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-17 11:43:59,2017-07-17 11:44:02,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
