SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR11,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST
12345678,Pass,no error,2017-07-18 09:07:09,2017-07-18 09:07:12,2.84,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:07:12,2017-07-18 09:07:15,2.83,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:25:00,2017-07-18 09:25:03,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:25:06,2017-07-18 09:25:08,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:25:08,2017-07-18 09:25:11,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:25:11,2017-07-18 09:25:14,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:29:14,2017-07-18 09:29:17,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:29:17,2017-07-18 09:29:20,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:29:20,2017-07-18 09:29:23,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:29:23,2017-07-18 09:29:25,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:29:25,2017-07-18 09:29:28,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:30:04,2017-07-18 09:30:07,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:30:07,2017-07-18 09:30:10,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:30:10,2017-07-18 09:30:12,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:34:38,2017-07-18 09:34:41,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:34:41,2017-07-18 09:34:43,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:34:43,2017-07-18 09:34:46,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:34:46,2017-07-18 09:34:49,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:34:49,2017-07-18 09:34:52,2.5,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9
12345678,Break,no error,2017-07-18 09:34:52,2017-07-18 09:34:52,0.5,nan,0.5,2
12345678,Break,no error,2017-07-18 09:34:52,2017-07-18 09:34:53,0.51,nan,0.5,2
12345678,Break,no error,2017-07-18 09:34:53,2017-07-18 09:34:53,0.5,nan,0.5,2
12345678,Break,no error,2017-07-18 09:34:53,2017-07-18 09:34:54,0.5,nan,0.5,2
12345678,Break,no error,2017-07-18 09:34:54,2017-07-18 09:34:54,0.51,nan,0.5,2
12345678,Break,no error,2017-07-18 09:34:54,2017-07-18 09:34:55,0.5,nan,0.5,2
12345678,Break,no error,2017-07-18 09:34:55,2017-07-18 09:34:55,0.51,nan,0.5,2
12345678,Pass,no error,2017-07-18 09:37:07,2017-07-18 09:37:10,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:37:12,2017-07-18 09:37:15,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:37:15,2017-07-18 09:37:18,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:37:18,2017-07-18 09:37:19,1.7000000000000002,nan,0.5,2,10,3.0,0.5,0.5,0.5
12345678,Pass,no error,2017-07-18 09:37:23,2017-07-18 09:37:26,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:37:26,2017-07-18 09:37:28,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:37:28,2017-07-18 09:37:30,1.71,nan,0.5,2,10,3.0,0.5,0.5,0.5
12345678,Pass,no error,2017-07-18 09:38:05,2017-07-18 09:38:07,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:38:09,2017-07-18 09:38:11,1.7000000000000002,nan,0.5,2,10,3.0,0.5,0.5,0.5
12345678,Pass,no error,2017-07-18 09:38:17,2017-07-18 09:38:20,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:38:20,2017-07-18 09:38:22,2.01,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5
12345678,Pass,no error,2017-07-18 09:38:24,2017-07-18 09:38:26,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:38:26,2017-07-18 09:38:29,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:38:29,2017-07-18 09:38:30,1.1,nan,0.5,2,10,3.0,0.5
12345678,Pass,no error,2017-07-18 09:42:39,2017-07-18 09:42:42,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:43:44,2017-07-18 09:43:47,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:43:47,2017-07-18 09:43:50,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:43:50,2017-07-18 09:43:53,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:43:53,2017-07-18 09:43:55,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:43:56,2017-07-18 09:43:58,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:43:58,2017-07-18 09:43:59,1.1,nan,0.5,2,10,3.0,0.5
12345678,Pass,no error,2017-07-18 09:46:54,2017-07-18 09:46:56,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:46:57,2017-07-18 09:46:59,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:00,2017-07-18 09:47:02,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:02,2017-07-18 09:47:05,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:05,2017-07-18 09:47:08,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:08,2017-07-18 09:47:11,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:11,2017-07-18 09:47:14,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:14,2017-07-18 09:47:17,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:17,2017-07-18 09:47:20,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:20,2017-07-18 09:47:23,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:23,2017-07-18 09:47:26,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:26,2017-07-18 09:47:29,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:29,2017-07-18 09:47:32,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:32,2017-07-18 09:47:35,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:35,2017-07-18 09:47:38,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:38,2017-07-18 09:47:41,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:41,2017-07-18 09:47:44,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:44,2017-07-18 09:47:47,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:47,2017-07-18 09:47:50,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:50,2017-07-18 09:47:53,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:53,2017-07-18 09:47:56,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:56,2017-07-18 09:47:59,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:47:59,2017-07-18 09:48:02,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:02,2017-07-18 09:48:05,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:05,2017-07-18 09:48:08,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:08,2017-07-18 09:48:11,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:11,2017-07-18 09:48:14,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:14,2017-07-18 09:48:17,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:17,2017-07-18 09:48:19,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:20,2017-07-18 09:48:22,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:23,2017-07-18 09:48:25,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:26,2017-07-18 09:48:28,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:29,2017-07-18 09:48:31,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:48:32,2017-07-18 09:48:34,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:53:58,2017-07-18 09:54:00,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:01,2017-07-18 09:54:03,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:04,2017-07-18 09:54:06,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:07,2017-07-18 09:54:09,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:10,2017-07-18 09:54:12,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-18 09:54:13,2017-07-18 09:54:15,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:21,2017-07-18 09:54:24,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:24,2017-07-18 09:54:27,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:27,2017-07-18 09:54:30,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:30,2017-07-18 09:54:33,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:50,2017-07-18 09:54:53,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:53,2017-07-18 09:54:56,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:56,2017-07-18 09:54:59,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:59,2017-07-18 09:55:02,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:02,2017-07-18 09:55:05,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:05,2017-07-18 09:55:08,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:08,2017-07-18 09:55:11,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:11,2017-07-18 09:55:14,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:14,2017-07-18 09:55:17,2.7399999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:17,2017-07-18 09:55:20,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:20,2017-07-18 09:55:23,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:23,2017-07-18 09:55:26,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:26,2017-07-18 09:55:29,2.7299999999999995,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:29,2017-07-18 09:55:32,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:55:32,2017-07-18 09:55:35,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:59:23,2017-07-18 09:59:25,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:59:26,2017-07-18 09:59:28,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:59:29,2017-07-18 09:59:31,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:59:58,2017-07-18 10:00:01,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:01,2017-07-18 10:00:04,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:04,2017-07-18 10:00:07,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:07,2017-07-18 10:00:10,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:10,2017-07-18 10:00:13,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:13,2017-07-18 10:00:16,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:16,2017-07-18 10:00:19,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:19,2017-07-18 10:00:22,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:22,2017-07-18 10:00:25,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 10:00:25,2017-07-18 10:00:28,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:28,2017-07-18 13:31:30,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:31,2017-07-18 13:31:33,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:34,2017-07-18 13:31:36,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:37,2017-07-18 13:31:39,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:39,2017-07-18 13:31:42,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:42,2017-07-18 13:31:45,2.7300000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:45,2017-07-18 13:31:48,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:48,2017-07-18 13:31:51,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:51,2017-07-18 13:31:54,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:31:54,2017-07-18 13:31:57,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:48:50,2017-07-18 13:48:53,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:51:38,2017-07-18 13:51:41,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:52:06,2017-07-18 13:52:09,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:52:31,2017-07-18 13:52:34,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:53:09,2017-07-18 13:53:11,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:53:12,2017-07-18 13:53:14,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:53:15,2017-07-18 13:53:17,2.73,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:53:18,2017-07-18 13:53:20,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:53:21,2017-07-18 13:53:23,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:53:23,2017-07-18 13:53:26,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:33,2017-07-18 13:55:36,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:36,2017-07-18 13:55:39,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:39,2017-07-18 13:55:42,2.7199999999999998,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:42,2017-07-18 13:55:45,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:45,2017-07-18 13:55:48,2.7300000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:48,2017-07-18 13:55:51,2.7200000000000006,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:51,2017-07-18 13:55:54,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:54,2017-07-18 13:55:57,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:55:57,2017-07-18 13:56:00,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:56:00,2017-07-18 13:56:03,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:32,2017-07-18 13:59:34,2.72,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:35,2017-07-18 13:59:37,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:38,2017-07-18 13:59:40,2.7300000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:41,2017-07-18 13:59:43,2.74,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:44,2017-07-18 13:59:46,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:47,2017-07-18 13:59:49,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:50,2017-07-18 13:59:52,2.7100000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:52,2017-07-18 13:59:55,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:55,2017-07-18 13:59:58,2.7,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 13:59:58,2017-07-18 14:00:01,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 14:01:51,2017-07-18 14:01:54,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 14:01:54,2017-07-18 14:01:57,2.71,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
