SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR11,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST
12345678,Pass,no error,2017-07-21 10:42:56,2017-07-21 10:42:59,2.3200000000000003,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:43:57,2017-07-21 10:43:59,2.33,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:44:02,2017-07-21 10:44:05,2.3100000000000005,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:44:17,2017-07-21 10:44:20,2.3100000000000005,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:47:22,2017-07-21 10:47:25,3.21,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:49:49,2017-07-21 10:49:51,2.3000000000000007,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:49:55,2017-07-21 10:49:57,2.3000000000000007,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:50:11,2017-07-21 10:50:13,2.3100000000000005,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:53:14,2017-07-21 10:53:17,2.5,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:55:35,2017-07-21 10:55:38,2.3100000000000005,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:55:40,2017-07-21 10:55:43,2.3100000000000005,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:55:54,2017-07-21 10:55:56,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 10:56:05,2017-07-21 10:56:08,3.2,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 11:03:30,2017-07-21 11:03:33,3.21,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 11:03:46,2017-07-21 11:03:48,2.3000000000000007,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 11:13:00,2017-07-21 11:13:03,2.3100000000000005,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 11:13:13,2017-07-21 11:13:15,2.43,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 11:17:48,2017-07-21 11:17:50,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 11:17:53,2017-07-21 11:17:56,2.44,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 13:34:11,2017-07-21 13:34:13,2.42,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-21 15:25:37,2017-07-21 15:25:38,1.0,nan,0.5,0.1,10,3.0,0.5,0.5
12345678,Pass,no error,2017-07-21 15:25:40,2017-07-21 15:25:42,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:50:10,2017-07-21 15:50:15,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:50:19,2017-07-21 15:50:22,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:51:32,2017-07-21 15:51:35,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:51:36,2017-07-21 15:51:41,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:51:44,2017-07-21 15:51:46,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:51:49,2017-07-21 15:51:52,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:52:43,2017-07-21 15:52:46,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-21 15:53:42,2017-07-21 15:53:44,1.4,nan,0.5,0.1,10,3.0,0.5,0.5,0.5
12345678,Break,no error,2017-07-21 15:53:46,2017-07-21 15:53:48,2.2,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9
12345678,Break,no error,2017-07-21 15:53:49,2017-07-21 15:53:51,1.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5
12345678,Pass,no error,2017-07-21 15:54:24,2017-07-21 15:54:26,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 15:54:28,2017-07-21 15:54:31,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-21 16:05:02,2017-07-21 16:05:05,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
