SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST,MTCP:POST,MTCP:POST
12345678,Pass,no error,2017-07-18 10:00:24,2017-07-18 10:00:27,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:28,2017-07-18 10:00:31,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:31,2017-07-18 10:00:35,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:28,2017-07-18 13:31:31,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:31,2017-07-18 13:31:35,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:35,2017-07-18 13:31:38,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:39,2017-07-18 13:31:42,3.4300000000000006,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:42,2017-07-18 13:31:46,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:46,2017-07-18 13:31:49,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:50,2017-07-18 13:31:53,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:53,2017-07-18 13:31:57,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:31:57,2017-07-18 13:32:01,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:32:01,2017-07-18 13:32:04,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:48:50,2017-07-18 13:48:54,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:52:31,2017-07-18 13:52:35,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:53:09,2017-07-18 13:53:12,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:53:12,2017-07-18 13:53:16,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:53:16,2017-07-18 13:53:19,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:53:20,2017-07-18 13:53:23,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:53:23,2017-07-18 13:53:27,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:33,2017-07-18 13:55:37,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:37,2017-07-18 13:55:40,3.44,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:41,2017-07-18 13:55:44,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:44,2017-07-18 13:55:48,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:48,2017-07-18 13:55:51,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:52,2017-07-18 13:55:55,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:55,2017-07-18 13:55:59,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:55:59,2017-07-18 13:56:02,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:56:03,2017-07-18 13:56:06,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 13:56:06,2017-07-18 13:56:10,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:33:11,2017-07-18 15:33:14,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:33:14,2017-07-18 15:33:18,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:33:18,2017-07-18 15:33:22,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:33:22,2017-07-18 15:33:25,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:33:25,2017-07-18 15:33:29,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:27,2017-07-18 15:34:30,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:31,2017-07-18 15:34:34,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:34,2017-07-18 15:34:38,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:38,2017-07-18 15:34:41,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:42,2017-07-18 15:34:45,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:45,2017-07-18 15:34:49,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:49,2017-07-18 15:34:52,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:53,2017-07-18 15:34:56,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:34:56,2017-07-18 15:35:00,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 15:35:00,2017-07-18 15:35:03,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
